id	size	gc_content	md5	organism	primary_cluster_id	primary_dist	secondary_cluster_id	secondary_dist	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)
AP019381	1526	30.9305373525557	f4791cb332d0a67c61b51f854d0f72f4	unknown	AE811	0.06	AO671	0.025				
CP035341	4454	61.113605747642566	f94f3a4495ef8d8f49d96b884828d14b	unknown	AE597	0.06	AO412	0.025				
CP040052	5681	36.067593733497624	1dd427401c4bd2913a4da47cc42e2984	unknown	AE373	0.06	AO139	0.025			MOBQ	NZ_AFDA02000010_00002
KY093014	108772	53.55422351340418	a2c20de082afdc7791e120c3729dd2eb	unknown	AA450	0.06	AI542	0.025	IncFII,rep_cluster_1418	000124__KP125893_00142,000759__NC_013950_00034	MOBF	NC_021231_00058
CP028549	248112	52.026907203198554	7b99e6833033c70be63e6f7852d6fdd0	unknown	AA814	0.06	AJ182	0.025	IncFIB,rep_cluster_1150	000107__CP014778_00094,000430__CP020850		
CP031007	2627	35.13513513513514	5383c027f53de217f25a4a7e26be428a	unknown	AD872	0.06	AN543	0.025	Inc11	000039__EU555173_00002		
CP040888	327617	46.8974442718174	2d198fdd43b43a32517181abcc049347	unknown	AA739	0.06	AJ058	0.025	rep_cluster_1088,IncH	000338__NC_021819,000139__NC_012555_00001	MOBH	NC_012555_00231
CP037909	12783	55.41735116952202	ab03a93db5afee344ef406f236ad6553	unknown	AC119	0.06	AL170	0.025	IncQ1	000192__AM183225_00009	MOBQ	NC_001740_00005
CP035028	54005	39.40561059161189	0f01e1c6dcfd05305c3f750ef86d0e11	unknown	AD854	0.06	AN519	0.025	rep_cluster_1328	000645__CP005943_00041	MOBQ	NC_015603_00001
CP014087	1715	51.137026239067055	faa082379029b47e27c220b455b7f6c3	unknown	AG401	0.06	AQ434	0.025			MOBP	NC_011416_00039
CP011490	14857	28.081039240761932	f2b1517e8e8d3dbe554ad6e0c56ea5dd	unknown	AH097	0.06	AR153	0.025				
NC_017806	54602	61.86952858869638	812f0c2d01eaff6e6f0b4ea472b012ee	unknown	AG398	0.06	AQ431	0.025				
CP024502	4064	35.31003937007874	7f84e70d08bdd7ef56f5c2e3c8a4a592	unknown	AF471	0.06	AP422	0.025				
CP010447	10408	32.013835511145274	ee19d9244b8ccfd01e22fbc29844e157	unknown	AH098	0.06	AR154	0.025				
CP036940	4284	24.2296918767507	e6f318daf6f4bf69f206fd9dac28eb3c	unknown	AB587	0.06	AK429	0.025				
CP012348	86650	53.300634737449506	a26ad46f2fdb0802e8beec2a4c522fca	unknown	AB461	0.06	AK251	0.025	IncFII	000114__CP015527	MOBF	NC_007208_00043
CP002402	7480	36.22994652406417	acf2a4baae5a07bc30ad4bc04fbf1b93	unknown	AA742	0.06	AJ062	0.025	rep_cluster_1583,rep_cluster_308	000959__NC_001372_00007,001618__CP003964_00004		
CP032840	196528	61.581555808841486	faa751ba14122f84a423a9c84d603b90	unknown	AG396	0.06	AQ429	0.025				
CP026851	150426	54.10434366399426	3da2834517a6c69149cc6cee9a3ff419	unknown	AA425	0.06	AI487	0.025	IncFII,IncFIB	000135__NC_014107_00001,000108__NC_014107_00054	MOBF	NC_014107_00160
CP036195	67237	44.64059966982465	a823088cbfaf9f8633ddeb389154c981	unknown	AA038	0.06	AH616	0.025	IncX3	000221__NC_025130_00012	MOBP	NC_020552_00059
NC_023909	58228	52.29614618396648	611c104776e21c6a3e0a15aba03c1a01	unknown	AA552	0.06	AI753	0.025	IncN	000155__CP018649	MOBF	NC_015599_00019
CP033375	27672	40.70901994796184	b35970086ad8a457d42f792c06c25930	unknown	AG320	0.06	AQ349	0.025	rep_cluster_1610	000994__CP006016_00010		
CP003425	67208	55.04106653969765	ffba83d146924fc781af31e0846513d8	unknown	AD726	0.06	AN367	0.025	IncI1	000143__NZ_CP003425_00008	MOBF	NC_015972_00024
NC_019759	30787	45.23337772436418	4785d81e46b226d6dca0f57170ea5575	unknown	AG394	0.06	AQ426	0.025	rep_cluster_1726	001142__CP003649_00001	MOBV	NC_019759_00013
CP032810	61441	51.48679220715809	0598961f9441a7757c6289eae1aede54	unknown	AA315	0.06	AI185	0.025	IncFII,IncFIIA	000121__CP024805,000136__AP014877_00014	MOBF	NC_017627_00068
AP000581	8784	45.150273224043715	0c1a8b45835350a446dbe4fbac3d59c3	unknown	AG098	0.06	AQ115	0.025	rep_cluster_529	001903__AP000581		
CP007182	47962	30.01751386514324	4fb4c14a7efc30a720552be12f26cf56	unknown	AC320	0.06	AL463	0.025	rep_cluster_475	001827__CP007752	MOBP	NC_022355_00016
NC_019088	47506	41.43687113206753	8de99a12f9580a8ed4cd01a9bcc1a8a9	unknown	AB230	0.06	AJ910	0.025	IncX1	000216__CP009767_00121	MOBP	NC_019096_00001
CP007679	33093	30.625812105279064	c929c6c68cdc2a607ca4d0f909a2f9da	unknown	AA842	0.06	AJ236	0.025	rep_cluster_1733,rep_cluster_1017	001150__NC_013330_00017,000261__GQ900456		
CP016388	60496	42.16311822269241	42c9f038bd22cd5e62b8024c4c997560	unknown	AA372	0.06	AI347	0.025	IncI2	000147__CP006264_00003	MOBP	NC_022520_00030
NC_019058	3205	50.98283931357254	7415d05e844f2724cdc649194d3ee1ac	unknown	AB951	0.06	AK937	0.025	ColRNAI_rep_cluster_1857	000008__AJ627566		
CP021734	85195	53.73789541639768	6886ec133fb8eba7ea3349311753b3b4	unknown	AA358	0.06	AI323	0.025	IncY,IncN	000230__CP009168_00001,000155__CP018649	MOBC	NC_014725_00039
CP012461	200151	35.20641915353908	66566eaaa6839ddee1d3ae94648b5f64	unknown	AC731	0.06	AM043	0.025	rep_cluster_893	002374__CP004064_00076		
CP021368	163888	64.11146636727521	aa6308ea253e8ef47a26d00e86125fe4	unknown	AG102	0.06	AQ119	0.025				
CP021916	133288	60.708390852889984	629f85091798b7680256657baacfdc53	unknown	AD384	0.06	AM937	0.025	rep_cluster_599	002032__CP010870_00044	MOBP	NC_023148_00033
NC_015390	50105	31.531783255164154	4eb787c049cecea9525ecbd26d66063a	unknown	AA460	0.06	AI569	0.025	rep_cluster_1498	000835__CP002564		
NC_019221	6978	44.4396675265119	bab4875dc477137602dcdb118238f4a8	unknown	AD521	0.06	AN101	0.025	rep_cluster_1970	001412__NC_017092_00002		
GU591497	16492	33.42832888673296	d3cb0320007a4a636cbbc88097f85c33	unknown	AF042	0.06	AO942	0.025	rep_cluster_282	001558__HQ128580_00001		
CP026219	35298	58.32058473567908	f1943958235ebf574be9cf9d1248f326	unknown	AA364	0.06	AI334	0.025	IncU	000210__KF623109_00045	MOBP	NC_003124_00014
NC_004526	3539	57.417349533766604	3752840358ea20fcbe274f4966a8d8c5	unknown	AG383	0.06	AQ414	0.025	rep_cluster_384	001706__AY150274_00003		
CP042064	1729	33.14054366685946	8927d0dc4a7e634e78bb1a68bbecbe6a	unknown	AG393	0.06	AQ425	0.025				
CP012105	14336	36.167689732142854	5dbd40f44e679ea589b515748d5a6f2c	unknown	AD594	0.06	AN203	0.025	rep_cluster_1850	001276__CP012105	MOBV	NC_006870_00006
CP045862	78918	45.156998403406064	7746aa78dfcb60e2f71f1f3ac09a9dd8	unknown	AC687	0.06	AL976	0.025	rep_cluster_1486	000825__CP009849_00015		
CP021884	4576	13.658216783216783	e316f882edd34fa7e6f5a499f7b232b4	unknown	AD070	0.06	AM497	0.025				
CP021915	273585	61.74899939689676	576c667bd0554e5214e6ad974caf4fcd	unknown	AB854	0.06	AK808	0.025	rep_cluster_558	001955__AF416331_00126		
CP015077	133735	52.73114741840207	f2530fc17d816fdfb3817e28f6c7958b	unknown	AA171	0.06	AH828	0.025	IncFIA,IncFIB,IncQ1,IncFIIA,IncFII	000094__NZ_CP015070_00117,000095__NZ_CP014273_00094,000195__NC_013728_00014,000136__AP014877_00014,000121__CP024805	MOBP,MOBF	NC_011416_00039,NC_017627_00068
CP017137	30924	30.021989393351443	01636e939f4df981e9a9750a68179724	unknown	AC783	0.06	AM119	0.025				
NC_010286	7500	36.22666666666667	3da58ece9517995a8d13c32fba227d21	unknown	AA742	0.06	AJ062	0.025	rep_cluster_308,rep_cluster_1583	001618__CP003964_00004,000959__NC_001372_00007		
CP031019	22170	41.99819576003608	fa82970f19b9f1221bb7ebab8da2a11d	unknown	AE115	0.06	AN836	0.025	rep_cluster_707	002176__NZ_AVAB01000114_00021		
CP027124	8731	34.37177871950521	74e74aa296a8006f5190eee2159d3e2f	unknown	AC163	0.06	AL241	0.025	rep_cluster_1172	000454__KY202458_00008		
CP019366	33462	31.704620166158627	dcbc0b63dcaab3d0b591816a36e6d518	unknown	AD632	0.06	AN245	0.025				
CP010198	6037	49.22974987576611	ff9c6c947b5bb37e55c6592478bc7988	unknown	AA975	0.06	AJ476	0.025	ColRNAI_rep_cluster_1291	000001__EU090225_00001	MOBQ	NC_019783_00003
CP024419	33036	37.7436735682286	b76f90180417fed24378a5811f189409	unknown	AE027	0.06	AN728	0.025	rep_cluster_1172	000454__KY202458_00008	MOBP	NZ_AEOY01000096_00007
CP024117	53095	33.86006215274508	561942b2cd7075ea10c3b28b21fde3a0	unknown	AC681	0.06	AL967	0.025				
CP008807	37447	39.71746735386012	bc6915db8d2256a0fcddc12bce7348be	unknown	AB745	0.06	AK651	0.025	rep_cluster_991	002471__CP001165_00001	MOBP	NC_011351_00034
CP010421	311724	62.67146578383442	a49a2b6907a8b5c23efcf7ff5eba60b2	unknown	AG390	0.06	AQ421	0.025				
NC_005920	4833	57.21084212704324	fb90bf2ddeedff17ed097cfe61748911	unknown	AG388	0.06	AQ419	0.025			MOBV	NC_005920_00003
CP020493	264914	47.179839495081424	121b2d64929c1a17634d8ffc8f5ff01b	unknown	AA738	0.06	AJ047	0.025	IncH,rep_cluster_1088,IncQ1	000139__NC_012555_00001,000340__KU353730,000195__NC_013728_00014	MOBH	NC_012555_00231
KX712121	7209	32.306838673879874	7e6b6836b23e0d156590610f015df3b7	unknown	AB561	0.06	AK399	0.025	rep_cluster_1256	000568__NC_013380_00007	MOBP	NC_005003_00003
CP021514	43021	38.21389553938774	e413236e5cadc8bd3d519c8374a3f155	unknown	AH099	0.06	AR155	0.025				
CP032875	92538	47.729581361170546	19e9982c63906fa0ab1a992ff2ccafa2	unknown	AB002	0.06	AJ524	0.025	rep_cluster_1704	001113__CP011430_00070		
CP006747	71523	44.88905666708611	cf65b761d180d961e16b3bfa08ee124d	unknown	AA996	0.06	AJ509	0.025	IncFII,rep_cluster_645	000122__JQ418538,002101__NC_004564_00056	MOBF	NC_010157_00072
CP039431	99421	68.41009444684724	108b8bb00a5aea91b25487e34ba7d31a	unknown	AE719	0.06	AO563	0.025			MOBP	NC_014549_00032
CP020840	11984	54.63117489986649	1c9471ad779eb050d80be49b890307b3	unknown	AA941	0.06	AJ420	0.025	ColRNAI_rep_cluster_1857	000003__NC_002119_00001	MOBC	NC_009793_00003
CP001265	24910	25.41549578482537	73f177b2afbcd671cbed81aeb7b88e4e	unknown	AC800	0.06	AM140	0.025	rep_cluster_1858	001289__CP001265_00001		
CP019126	119048	60.47224648881124	eccabb6ef26a20c12780925041b72a94	unknown	AD237	0.06	AM714	0.025	rep_cluster_579	001980__CP014798_00109	MOBP	NC_023148_00033
KX443404	80730	64.61042982782114	cf83d1017c154aee78ae57537eca1da0	unknown	AA650	0.06	AI920	0.025	rep_cluster_1307	000625__KX443392	MOBF	NC_014247_00013
KX388535	176375	56.07937632884479	09d89587887cd806ed2859e701809a23	unknown	AB361	0.06	AK102	0.025	rep_cluster_490	001856__NC_002147_00021	MOBQ	NC_002147_00108
CP035665	3008	34.640957446808514	6b55e8386d50345e0484971007644c19	unknown	AE577	0.06	AO387	0.025	rep_cluster_1763	001182__KY595965_00001		
CP035574	79727	38.94790974199456	f284888aeb0c104d8830aa975f2dc0a8	unknown	AC448	0.06	AL647	0.025	rep_cluster_167	001071__CP006040_00008	MOBQ,MOBQ	NC_017017_00001,NC_006377_00033
CP042970	33304	41.850828729281766	cbd330c71e6ebc821f2beb58fa75af91	unknown	AA619	0.06	AI859	0.025	IncX4	000224__NC_022105_00002	MOBP	NC_013718_00057
CP042836	35319	34.91038817633569	61f41de862191bc12d0db89b1a30c314	unknown	AB759	0.06	AK672	0.025	rep_cluster_185	001274__DQ198088_00024		
CP022036	93727	43.33116391221313	192aed357409dba47443dc7ade48d26e	unknown	AD301	0.06	AM806	0.025	rep_cluster_505	001878__JQ418537_00057		
KX856067	60035	42.45190305655034	ddecab9fdeeb93dff6315f4dccf88a49	unknown	AA372	0.06	AI350	0.025	IncI2	000147__CP006264_00003	MOBP	NC_022520_00030
MK388402	17220	28.948896631823462	dc1e0539d3da03de42785905cd720645	unknown	AB127	0.06	AJ721	0.025	rep_cluster_155	000915__CP001784_00003		
CP019876	102282	40.670890283725385	5665e36f90e6f309630b824df2746df0	unknown	AH100	0.06	AR156	0.025				
CP018459	16971	50.344705674385715	01b983c4c12a377353f02b2f5ac82f2a	unknown	AH101	0.06	AR157	0.025				
CP021742	76179	52.69037398758188	d90d7d502e0399294f3a30b8429f2980	unknown	AA002	0.06	AH528	0.025	IncL/M	000148__NC_021488_00028	MOBP	NC_004464_00056
NC_013313	20730	28.369512783405693	46af03874dffcf61b3a344a5426a855b	unknown	AA411	0.06	AI462	0.025	rep_cluster_1733	001150__NC_013330_00017	MOBP	NC_005951_00004
CP039693	396698	56.073889961633284	463441670f56b15de44ef2c47f0d442a	unknown	AG386	0.06	AQ417	0.025			MOBP	NC_011986_00036
CP045365	15149	56.50537989306225	a1fdb0dbac43aba6c022844ec21b9a55	unknown	AD004	0.06	AM402	0.025			MOBQ	NC_008388_00006
CP009064	24282	24.429618647557863	80bac8ebfd3d478895de3fcfa1bb3151	unknown	AA387	0.06	AI409	0.025				
AM236082	147463	58.744905501719074	8fe097fb2b9f874c5d043fe59cea066c	unknown	AC090	0.06	AL131	0.025	rep_cluster_577	001976__HG916853_00001	MOBQ	NC_008383_00124
CP031900	7769	48.564808855708584	31b3d348d4a0d737cb9b573cb41c5bd6	unknown	AA161	0.06	AH805	0.025	ColRNAI_rep_cluster_1857	000008__AJ627566	MOBP	NC_023328_00003
CP044271	4461	31.94351042367182	d2d8035c4d8fb779813b7a033173573c	unknown	AA890	0.06	AJ329	0.025	rep_cluster_1291	000609__KY595964_00004		
CP024366	13071	27.48068242674623	760db0b334b645f5fe601e1459a2820c	unknown	AC140	0.06	AL210	0.025				
CP019846	30726	29.297663216819632	cdfc1fbac7fe0e589abe7d5f45aa40f3	unknown	AA256	0.06	AI038	0.025				
CP030025	100335	49.92574874171525	9afdd0a67e7b3e1a65e184339429ebc1	unknown	AA474	0.06	AI598	0.025	IncI1	000145__HE610900_00001	MOBP	NC_019097
CP023191	16749	52.64194877306108	477b74fff630b46ff9fc08a91710d43d	unknown	AB115	0.06	AJ694	0.025				
NC_005008	4439	30.05181347150259	fc40f915fd4b0ba4cf9860b9d80597a7	unknown	AC333	0.06	AL482	0.025	rep_cluster_1118	000379__NC_013452_00003	MOBV	NC_010262_00002
NC_010796	4241	52.72341428908276	ed481690384b2a9737393e2bcf2aa504	unknown	AA535	0.06	AI719	0.025	ColRNAI_rep_cluster_1987	000019__CP000651_00005	MOBP	NC_013090_00004
CP009772	9294	55.153862707122876	0f0eeb45959f24421376c4450f4689ce	unknown	AA941	0.06	AJ417	0.025	ColRNAI_rep_cluster_1857	000003__NC_002119_00001	MOBC	NC_009793_00003
CP019175	94727	49.97202487147276	69e3e1bc7bb64f5dd22cd2cdf3339e76	unknown	AC207	0.06	AL303	0.025	IncI1,IncFII,IncFIB	000144__CP015838_00058,000122__JQ418538,000101__NZ_CP012345_00042	MOBF	NC_019125_00139
AY150274	3539	57.417349533766604	3752840358ea20fcbe274f4966a8d8c5	unknown	AG383	0.06	AQ414	0.025	rep_cluster_384	001706__AY150274_00003		
NC_007488	114179	70.07418176722514	15c3218874dea02602da6658c1c2dd0e	unknown	AE471	0.06	AO257	0.025				
CP030324	27168	30.5616902237927	94676ddf00ad80c2d764034290932bfe	unknown	AA840	0.06	AJ227	0.025	rep_cluster_1017,rep_cluster_1733	000261__GQ900456,001150__NC_013330_00017		
FN543505	3910	50.99744245524297	354341e404bf995237bc82aae9995141	unknown	AA974	0.06	AJ474	0.025	ColRNAI_rep_cluster_1291	000001__EU090225_00001	MOBQ	NC_013719_00001
CP003225	105974	52.45909373997396	f1d524ca773bdbb17ec06b462791e13a	unknown	AA628	0.06	AI889	0.025	IncA/C2	000092__CP025470		
MH234509	47474	46.86143994607575	8f1d089a650b10a3dab79b2850eabb2c	unknown	AA038	0.06	AH615	0.025	IncX3	000221__NC_025130_00012	MOBP,MOBP	NC_011416_00039,NC_020552_00059
CP029102	135655	54.152814124064726	e27e43dbc2e244769a5260ba6668c6e4	unknown	AA018	0.06	AH561	0.025	IncFIB,IncFII,IncFII	000097__NC_025166_00051,000130__CP023489,000113__CP022035	MOBF	NC_021231_00058
CP030450	27273	27.169728302716972	8a5794c0c61a7901842b9d869433e1f7	unknown	AA848	0.06	AJ244	0.025	rep_cluster_1017,rep_cluster_1215,rep_cluster_1017	000262__NC_007169_00002,000509__NC_016643_00001,000258__NC_013297_00004		
CP044408	81914	55.79021901018141	340a27a7dc4c73a329976a472aa15261	unknown	AC069	0.06	AL104	0.025	rep_cluster_1907	001343__AB237655	MOBF	NC_012674_00085
CP030696	35308	30.26792794834032	3dd36a34c2ea12c5328349d9a9347e94	unknown	AB110	0.06	AJ683	0.025	rep_cluster_765	002243__GQ900389_00041	MOBP	NC_013325_00011
CP002653	52697	38.08565952521016	f5a03bd445ff7d81c025a50435af5e0e	unknown	AB379	0.06	AK142	0.025			MOBQ,MOBP	NC_006377_00033,NC_015979_00031
CP009069	30468	29.11579361953525	23cc999497e50fda177fca3e0e966f2a	unknown	AA261	0.06	AI045	0.025				
CP011434	4248	47.740112994350284	2be633c9584d120018cf4bb74bd9fe63	unknown	AD168	0.06	AM625	0.025	ColRNAI_rep_cluster_1987	000019__CP000651_00005		
CP021511	190983	53.105250205515674	94dda07707746621773399f48a605218	unknown	AC524	0.06	AL745	0.025	rep_cluster_1288	000606__CP021511_00156	MOBP	NC_013210_00118
CP003371	4175	32.09580838323353	3f97206e7f4592841d445797487fe42a	unknown	AA007	0.06	AH546	0.025	rep_cluster_1257	000569__NC_020165_00005	MOBP	NC_019969_00003
CP041081	9926	46.0205520854322	8b543bc0e98ecf73ba69544e35e107b7	unknown	AB952	0.06	AK939	0.025	ColRNAI_rep_cluster_1857	000008__AJ627566		
NC_019747	14187	46.53556072460704	085716963afc6d1399577d3ab5196e9c	unknown	AG382	0.06	AQ413	0.025				
CP015365	13478	34.01840035613593	040cf902b7fba237ef1fc5f960ff62d2	unknown	AB825	0.06	AK772	0.025	rep_cluster_1259,rep_cluster_1903	000571__CP015620_00012,001339__KY202458_00009		
CP036458	32792	44.24554769455965	9d76abc7a685957e1a54edb6dd91b24f	unknown	AB787	0.06	AK717	0.025				
CP001723	53380	42.32109404271262	dbd7fa37b14191d6fcff65e5d1f62382	unknown	AB785	0.06	AK714	0.025				
CP043735	72088	46.88852513594495	6a079595f2849c514dbfc908fbef85af	unknown	AA169	0.06	AH817	0.025	IncFIB,IncFIA,IncFII,IncFIIA	000101__NZ_CP012345_00042,000094__NZ_CP015070_00117,000121__CP024805,000136__AP014877_00014	MOBF,MOBP	NC_011980_00044,NC_021819_00066
CP003571	11013	66.22173794606374	e9923ac552dfd4a5fc2532ea739a2684	unknown	AH102	0.06	AR158	0.025				
CP039891	158104	57.57792339219754	a0e82d993f6a7ff5dd0d467f56a72999	unknown	AF449	0.06	AP397	0.025	rep_cluster_593	002020__CP007070_00014	MOBQ	NC_002377_00032
CP010069	74956	44.990394364693955	acea0c72ca6088c4a18357473a28d93f	unknown	AA996	0.06	AJ509	0.025	rep_cluster_645,IncFII	002101__NC_004564_00056,000122__JQ418538	MOBF	NC_010157_00072
LT963396	127474	54.823728760374664	f0985433a597ced5f4db200a7d029956	unknown	AE933	0.06	AO817	0.025	rep_cluster_1269	000582__NC_021250_00072		
M10316	4207	51.53315902067982	a999691720718f6e022577c49321dbe1	unknown	AC796	0.06	AM134	0.025	rep_cluster_1433	000774__FJ172221_00005	MOBP	NC_022243_00008
FN392239	4960	53.125	ed0580b64d11c7c10ccd57ca397ddc58	unknown	AE867	0.06	AO732	0.025	ColRNAI_rep_cluster_1987	000019__CP000651_00005	MOBP	NC_017389_00004
NC_019106	77331	48.827766355019335	8a70ba05b5a804760ed8382af8886dc4	unknown	AB232	0.06	AJ913	0.025	IncX1,IncFII	000217__NC_019106_00041,000114__CP015527	MOBP,MOBF	NC_019096_00001,NC_017627_00068
MH785247	20630	28.376151236063986	9ec1e18c51bed6d7e28387a21429368b	unknown	AA411	0.06	AI462	0.025	rep_cluster_1733	001150__NC_013330_00017	MOBP	NC_005951_00004
CP015255	15092	32.48741054863504	665f65acbbe8f597fa772b8750cf680c	unknown	AE735	0.06	AO579	0.025	rep_cluster_1892	001326__CP000041	MOBV	NC_007104_00003
CP033519	8936	34.42256042972247	f55ece9c19ca78c476ce2a19c9a871ad	unknown	AC163	0.06	AL241	0.025	rep_cluster_1172	000454__KY202458_00008		
CP040809	80105	51.905623868672365	b357c13b12ff9cc0fa8f060777e3ac94	unknown	AA887	0.06	AJ323	0.025	IncFIB	000107__CP014778_00094	MOBC	NC_014725_00039
CP041557	122484	53.143267692106726	8d72b707e357d1c570ef8adb37e14226	unknown	AA735	0.06	AJ038	0.025	IncFIIA,IncFII,IncFIA	000136__AP014877_00014,000121__CP024805,000094__NZ_CP015070_00117	MOBP,MOBF	NC_011416_00039,NC_017627_00068
CP044980	262775	32.928170488060125	6ff9be08916f6a2dce61a147946ee9f1	unknown	AA789	0.06	AJ141	0.025	rep_cluster_125	000558__CP013279		
KF992024	1917	52.2170057381325	fb084808fe82b960d76139c87b159c0b	unknown	AB071	0.06	AJ631	0.025	ColRNAI_rep_cluster_1987	000019__CP000651_00005		
CP014978	147296	52.161633717140994	9347759efb664c467136eff4c5d18109	unknown	AA860	0.06	AJ275	0.025	IncA/C2	000092__CP025470	MOBH,MOBH	NC_012885_00072,NC_012690_00071
LR027555	135982	61.28384639143416	e36a0265c63350103535dedb4e72da16	unknown	AF736	0.06	AP727	0.025	rep_cluster_508	001881__CP015090_00065		
CP002370	2262	33.819628647214856	8fd491631c2ef6af4d9e88b581a061e1	unknown	AB020	0.06	AJ547	0.025	Inc11	000034__NC_002192_00002		
CP025942	24682	39.55919293412203	2a17d514643e0488186eb9215a19999f	unknown	AD511	0.06	AN091	0.025				
CP030560	27068	30.541598936013003	dbd0ae7fb3863567843dd1d78110c0d2	unknown	AA840	0.06	AJ227	0.025	rep_cluster_1733,rep_cluster_1017	001150__NC_013330_00017,000261__GQ900456		
CP036297	45168	63.69110874955721	1a4c595e8e288d396e9c661675869cb3	unknown	AG381	0.06	AQ412	0.025				
EF426473	3837	25.879593432369038	20c9dab880b7b73449f4e41f164c6857	unknown	AB666	0.06	AK540	0.025	rep_cluster_594	002026__EF426473		
CP042092	2145	32.214452214452216	a83fbd4c93dbaa6c37f45aca36867025	unknown	AE266	0.06	AO012	0.025				
CP001502	26181	25.190023299339217	de38f4295a4992641f59786effd15b57	unknown	AA383	0.06	AI404	0.025				
CP032177	9294	55.18614159672907	6c8875ff25b65dbbf07ec36740efcbfb	unknown	AA941	0.06	AJ417	0.025	ColRNAI_rep_cluster_1857	000003__NC_002119_00001	MOBC	NC_009793_00003
CP004037	275840	63.49514211136891	a8f7c6888ce0b498f60e30b08fe222b6	unknown	AD349	0.06	AM884	0.025	rep_cluster_647	002102__AP017658_00105	MOBQ	NC_020542_00048
MF344580	249241	46.97461493093031	421ea13f74111fb0540a269490ffa9d3	unknown	AA739	0.06	AJ058	0.025	IncH,rep_cluster_1088	000139__NC_012555_00001,000338__NC_021819	MOBH	NC_012555_00231
CP031529	6233	41.77763516765602	ac6500066f7cd5e3b3797944a4822923	unknown	AC916	0.06	AM283	0.025				
DQ198799	8108	35.5821410952146	db711c2aa098f965d9e5bfdea5eaf27a	unknown	AB519	0.06	AK328	0.025	rep_cluster_137,rep_cluster_146	000694__CP002335_00001,000799__CP002337_00001	MOBP	NC_014257_00004
CP034100	29243	40.80292719625209	d4192f6211ad102ea9cfdbbf479890a7	unknown	AG320	0.06	AQ349	0.025	rep_cluster_1610	000994__CP006016_00010		
LR134434	4882	38.959442851290454	ea5ec61dfd1caf30be45359a39582bf9	unknown	AH103	0.06	AR159	0.025				
AP012161	76071	56.93102496352092	44da6abadbf75807d73affa73418e079	unknown	AB905	0.06	AK879	0.025	rep_cluster_1336	000654__AP012161_00001	MOBF,MOBP	NC_016021_00051,NC_013210_00118
MG808035	60499	42.33954280236037	e935637ee0aeb9e0b2ba7cc19bc319b8	unknown	AA372	0.06	AI350	0.025	IncI2	000147__CP006264_00003	MOBP	NC_022520_00030
NC_012725	134346	62.708975332350796	e57c35753749553b8027171b7c06defa	unknown	AB860	0.06	AK816	0.025	rep_cluster_28	001554__CP001508_00083	MOBF	NC_012720_00054
AP018267	28083	44.73880995620126	4401c903e2d1b71690477b8b1d0606cf	unknown	AF494	0.06	AP450	0.025				
AP018201	6622	43.05345816973724	f39ed918e3d2c9bdb06ea2392702b013	unknown	AH104	0.06	AR160	0.025				
CP003431	5113	34.71543125366712	db0057bc89360dd51f6f7f0a58215c2b	unknown	AE781	0.06	AO628	0.025				
CP013143	14928	58.82904608788853	1e27c8c076b5f4c23646e324dab3d9d4	unknown	AC290	0.06	AL409	0.025				
JQ319767	3692	47.72481040086674	9657fd682b2d2396bfc4ee424b514227	unknown	AB036	0.06	AJ569	0.025				
JN983044	65030	42.44194986929109	b569988314e370323665619e2329c332	unknown	AA372	0.06	AI349	0.025	IncI2	000147__CP006264_00003	MOBP	NC_019115_00069
CP000658	25309	64.19060413291714	08db364faa0c34cdfc46ce104f89d299	unknown	AA466	0.06	AI575	0.025			MOBF	NC_009341_00015
KU238092	61503	64.09280848088711	16851237013e103c23b9861b300646d7	unknown	AA919	0.06	AJ379	0.025	IncP	000179__NC_001735_00020	MOBP	NC_001735_00050
HF560647	28258	50.2335621770826	740f0f9c459af6beca34bc65683d3d11	unknown	AC517	0.06	AL735	0.025	rep_cluster_1099	000354__NC_018978_00001		
AJ293027	10687	56.236549078319456	2ce9000b490157171291fd4eb0531d7b	unknown	AC122	0.06	AL178	0.025	IncQ1	000196__Z74787_00004	MOBQ	NC_002636_00002
CP004847	200847	42.92272227118155	2f4e0a48e9193c6d0762a2c320ca60a5	unknown	AF005	0.06	AO903	0.025	rep_cluster_1331	000650__CP004847_00158		
CP032844	4302	54.41655044165505	78f0bc932d11d4c3372957d4e14164be	unknown	AA519	0.06	AI689	0.025	ColRNAI_rep_cluster_1987	000019__CP000651_00005	MOBP	NC_011404_00002
CP041997	278067	49.20504770433025	0a13bd8200eab5984c9f263a82a37f03	unknown	AA179	0.06	AH866	0.025	rep_cluster_1088,IncN,IncFIIA,IncFII,IncFIB	000340__KU353730,000155__CP018649,000136__AP014877_00014,000121__CP024805,000095__NZ_CP014273_00094	MOBF,MOBP	NC_017627_00068,NC_011416_00039
MF679145	96989	47.62601944550413	99072e4d2c89215d33aa1dc05f281cd2	unknown	AA378	0.06	AI383	0.025	IncY	000230__CP009168_00001		
CP040043	82500	34.094545454545454	eeba44697706ddb0201b7db94aa6e00c	unknown	AB082	0.06	AJ649	0.025	rep_cluster_734	002211__NC_010606_00001	MOBF	NC_017163_00021
HE603210	7502	36.256998133830976	550b5ad3a0bab80751ff067b6d6a6c35	unknown	AA742	0.06	AJ062	0.025	rep_cluster_308,rep_cluster_1583	001618__CP003964_00004,000959__NC_001372_00007		
